Full Name,Name,Asset Id,Asset Type,[Business Term] has acronym [Acronym] > Name,[Business Term] has acronym [Acronym] > Full Name,[Business Term] has acronym [Acronym] > Asset Type,[Business Term] has acronym [Acronym] > Community,[Business Term] has acronym [Acronym] > Domain Type,[Business Term] has acronym [Acronym] > Domain,[Business Term] has acronym [Acronym] > Domain Id,[Business Term] has acronym [Acronym] > Asset Id,Definition,Status,Domain,Community,Domain Type,Domain Id
Certified Independent Production Funds,CIPF,018f2ffe-ad18-71eb-bfff-1d64c53530e9,Business Term,,,,,,,,,"Certified Independent Production Funds (CIPFs) are organizations that provide financial support and funding to independent producers in the media and entertainment industry. These funds are typically established to promote the creation of Canadian content and to support independent production companies in developing and producing television programs, films, digital media projects, and other forms of media. In the context of Canadian broadcasting regulations, Certified Independent Production Funds play a crucial role in ensuring that a portion of the funding allocated for Canadian content production comes from independent sources rather than solely from broadcasters or government funding. By certifying these independent funds, regulatory bodies like the Canadian Radio-television and Telecommunications Commission (CRTC) aim to encourage diversity, innovation, and competition in the production of Canadian media content. Certified Independent Production Funds may have specific criteria and guidelines for funding eligibility, which can include requirements related to Canadian content quotas, cultural objectives, diversity, and regional representation. These funds provide financial support to independent producers to help them develop and produce high-quality Canadian content that reflects the country's cultural diversity and creative talent. Overall, Certified Independent Production Funds play a significant role in supporting independent producers and fostering the growth of the Canadian media and entertainment industry by providing essential funding and resources for the creation of Canadian content.",,,,,
Cyphering Key,CK,cf17188e-08d1-4379-ba13-293eb155d385,Business Term,,,,,,,,,Cyphering Key is a term used in general context to refer to a code or series of characters that is used to encrypt or decrypt messages or data.,,,,,
Customer Loyalty Index,CLI,9330a7cf-686d-4a67-b2da-fab6bbe62e41,Business Term,,,,,,,,,"Customer Loyalty Index refers to a metric used in marketing and sales to measure the degree of loyalty and satisfaction that customers have towards a particular brand, product, or service.",,,,,
Common Language Location Identifier,CLLI,11008223-5a7f-4b19-b93a-06662520441a,Business Term,,,,,,,,,"An eleven character alphanumeric descriptor used to identify switches, points of interconnection, and other categories of telephony network elements and their locations. The CLLI code consists of 4 main identifiers. The first four digits are an abbreviation for the city it is located in; the fifth and sixth digits identify the province it is located in; the seventh and eighth digits identify the building it is located in; and the last three digits identify the type of switch or equipment. Source: CRTC Telecommunications Glossary",,,,,
Channel Live Order Support,CLOS,8529d3ad-3855-4386-aabb-b9db648de5a5,Business Term,,,,,,,,,Channel Live Order Support refers to the assistance provided to customers during the live ordering process through various marketing and sales channels.,,,,,
Customer Loyalty Specialist,CLS,2749089b-070e-486d-8a29-01025bf251ee,Business Term,,,,,,,,,Team member role name.,,,,,
Channel Look Up Tool,CLT,109aa2d6-dc63-48a1-b25c-12325badc5b8,Business Term,,,,,,,,,Optik TV channels per region list. http://o2.tsl.telus.com/helpsystem/tv_help/index.cfm?tab=channels,,,,,
Customer Lifetime Value,CLV,019764dc-7370-7958-a121-9bce7fa0150b,Business Term,,,,,,,,,Business metric used to estimate the total net profit that can be expected to be generated from a customer over the entire duration of our business relationship.,,,,,
Connection Management,CM,7d317a27-f431-4fe3-8985-9a3565728a08,Business Term,,,,,,,,,"Connection Management refers to the process of overseeing and controlling the establishment, maintenance, and termination of connections between different devices or systems.",,,,,
Configuration Management Database,CMDB,7a754145-7a54-40b5-8e81-0da56a1a00d7,Business Term,,,,,,,,,A configuration management database is a collection of all relevant information about the hardware and software components used in an organization's information technology services and the relationships between those components.,,,,,
Canada Media Fund,CMF,018f2fff-115d-77bb-8100-ad4446b8853c,Business Term,,,,,,,,,Canada Media Fund is a government-funded organization that supports the creation and development of Canadian content in the media and entertainment industry.,,,,,
Canadian Media Production Association,CMPA,018f2fff-9b59-711c-bb24-2b598e78659e,Business Term,,,,,,,,,"Canadian Media Production Association (CMPA) is an organization in the Media and Entertainment industry. It is responsible for representing producers in the Canadian independent film, television, and digital media sectors. The CMPA advocates for the interests of its members and works to advance the development and production of Canadian content.",,,,,
Contracted Monthly Revenue Growth,CMRG,cbc1e4b8-2dc7-4fb3-9281-74f46995c0f3,Business Term,,,,,,,,,Sales KPI,,,,,
Content Management System,CMS,e1b32530-127c-4d62-8e5c-27a21a3257fc,Business Term,,,,,,,,,Refers to computer software used to manage the creation and modification of digital content.,,,,,
critical Machine Type Communication,cMTC,a5db994c-d195-49cd-b306-7387b8aa9aea,Business Term,,,,,,,,,"critical Machine Type Communication refers to a type of communication in the field of telecommunications that is specifically designed to enable reliable and efficient data transfer between machines, without human interaction or intervention. It is a crucial aspect of modern telecommunication systems, facilitating automated information exchange and control between devices, such as sensors, machines, and other connected devices.",,,,,
centimeter Wave frequencies,cmWave,adbba2c2-2c2c-41a5-8916-5b00e365e319,Business Term,,,,,,,,,"centimeter Wave frequencies refer to a range of electromagnetic waves with wavelengths ranging from 1 to 10 centimeters. In the context of telecommunications, these frequencies are used for high-speed wireless communication, enabling devices to transmit and receive large amounts of data wirelessly over short distances.",,,,,
Core Network,CN,d46bd371-ca2c-4975-a51d-d7d5aaf00f21,Business Term,,,,,,,,,"Core Network refers to the central part of a telecommunications network that provides essential connectivity and routing services between different nodes or elements within the network. It is responsible for managing and controlling the flow of data, voice, and multimedia traffic between various access networks, such as radio, fixed-line, and satellite networks. The core network ensures efficient transmission, switching, and routing of information while maintaining the security and quality of service required for seamless communication.",,,,,
Customer Network Interface,CNI,571df85b-a7ec-4f40-bb5b-6dcbb923f594,Business Term,,,,,,,,,An interface at the End Customer site for the testing and maintenance of the facilities.,,,,,
Customer Network Planning,CNP,01963a5b-1c79-710f-a7de-358687bb61f6,Business Term,,,,,,,,,"Customer Network Planning is TELUS business unit, under Customer Network Technology",,,,,
Customer Network Services,CNS,ac35bc2b-1140-4276-bc49-3181cca39404,Business Term,,,,,,,,,"Customer Network Services refers to the range of services provided by a telecommunications company to its customers for managing and optimizing their network infrastructure. These services help customers in setting up and maintaining their network connections, ensuring efficient data transmission, and troubleshooting any connectivity issues.",,,,,
Central Office,CO,05178597-d787-4a38-8893-a18c85356b90,Business Term,,,,,,,,,A room or building equipped so that network access lines terminating there may be interconnected together and to other portions of the Public Switched Telephone Network as required.,,,,,
